Localisation (adresse);Nombre d'arceaux;Type d'attache;Observations;Commune;Année;Type;Nombre d'arceaux supplémentaires;geo_shape;geo_point_2d
rue Béranger;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050527320587144, 47.33901312348643], ""type"": ""Point""}";47.33901312348643, 5.050527320587144
AV Raymond Poincaré pont SNCF;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.056957837842752, 47.32871777726798], ""type"": ""Point""}";47.32871777726798, 5.056957837842752
;4;;9 avril  2020;Chevigny-Saint-Sauveur;;Existant;;"{""coordinates"": [5.134752721470696, 47.30178659298324], ""type"": ""Point""}";47.30178659298324, 5.134752721470696
;15;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.108087241971226, 47.29390376883789], ""type"": ""Point""}";47.29390376883789, 5.108087241971226
59 rue des Rotondes terrain des Verriers;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0362790717216575, 47.302496695981425], ""type"": ""Point""}";47.302496695981425, 5.0362790717216575
3 rue du petit Bernard;14;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.03534071171955, 47.30794875219554], ""type"": ""Point""}";47.30794875219554, 5.03534071171955
33 Quai Gauthey square;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.029720821499851, 47.30952944230946], ""type"": ""Point""}";47.30952944230946, 5.029720821499851
94 rue de Longvic;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.04875245150783, 47.30797278110785], ""type"": ""Point""}";47.30797278110785, 5.04875245150783
63 rue de Longvic;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.048024841607111, 47.31041777672927], ""type"": ""Point""}";47.31041777672927, 5.048024841607111
;5;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.1058535404324985, 47.28989142494829], ""type"": ""Point""}";47.28989142494829, 5.1058535404324985
Square du Creux d'Enfer;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.057900000386545, 47.31694499967978], ""type"": ""Point""}";47.31694499967978, 5.057900000386545
7 rue Alphonse Bertillon;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.059516720051734, 47.302322981352404], ""type"": ""Point""}";47.302322981352404, 5.059516720051734
161 rue d'Auxonne;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.055911326312396, 47.308792279808856], ""type"": ""Point""}";47.308792279808856, 5.055911326312396
147 rue d'Auxonne;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.054747071124386, 47.30972880574524], ""type"": ""Point""}";47.30972880574524, 5.054747071124386
36 rue Hoche;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0222142929712845, 47.319161857566534], ""type"": ""Point""}";47.319161857566534, 5.0222142929712845
7rue Maurice Ravel;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0426488576472215, 47.30226012063118], ""type"": ""Point""}";47.30226012063118, 5.0426488576472215
35 rue Docteur Lavalle;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.047171666247238, 47.31160166678691], ""type"": ""Point""}";47.31160166678691, 5.047171666247238
2 rue Molidors;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.058713927641548, 47.314583212833], ""type"": ""Point""}";47.314583212833, 5.058713927641548
20 rue Proudhon;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.044834477484944, 47.32324032278892], ""type"": ""Point""}";47.32324032278892, 5.044834477484944
;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.039995380976679, 47.328909063713716], ""type"": ""Point""}";47.328909063713716, 5.039995380976679
7 rue Général Fauconnet;2;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042885481552887, 47.33041332912297], ""type"": ""Point""}";47.33041332912297, 5.042885481552887
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042659177551415, 47.33149453636997], ""type"": ""Point""}";47.33149453636997, 5.042659177551415
49 rue de Gray;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.054209842658553, 47.3258263401847], ""type"": ""Point""}";47.3258263401847, 5.054209842658553
14 Bd de Verdun;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.053272528622448, 47.327746587711395], ""type"": ""Point""}";47.327746587711395, 5.053272528622448
65 rue de Gray;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.055367706563039, 47.327854933427474], ""type"": ""Point""}";47.327854933427474, 5.055367706563039
26 Bd de Champagne;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0548710795458955, 47.32859051925858], ""type"": ""Point""}";47.32859051925858, 5.0548710795458955
1C Bd de Champagne;5;Boulonnés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052489277238893, 47.32877231665017], ""type"": ""Point""}";47.32877231665017, 5.052489277238893
97 AV du Drapeau;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044333766234028, 47.33944370747031], ""type"": ""Point""}";47.33944370747031, 5.044333766234028
81 Bd Pascal;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.046170849810016, 47.33943816416649], ""type"": ""Point""}";47.33943816416649, 5.046170849810016
8 Bd Maréchal Joffre;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.05388954122789, 47.33914557069788], ""type"": ""Point""}";47.33914557069788, 5.05388954122789
parking Zénith bâtiment espace vert;19;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.055464170078664, 47.35688881749474], ""type"": ""Point""}";47.35688881749474, 5.055464170078664
entrée du Zenith parking;25;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.058710377295043, 47.35644379379412], ""type"": ""Point""}";47.35644379379412, 5.058710377295043
AV de Langres;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04625655874815, 47.35344851845987], ""type"": ""Point""}";47.35344851845987, 5.04625655874815
rue Docteur Henry Berger  / AV Albert Camus;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.049446696384171, 47.35149302153804], ""type"": ""Point""}";47.35149302153804, 5.049446696384171
AV de Langres / AV Kellermann;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045993799489445, 47.35093893588181], ""type"": ""Point""}";47.35093893588181, 5.045993799489445
8 AV Kerllermann;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047548439477529, 47.35054827720239], ""type"": ""Point""}";47.35054827720239, 5.047548439477529
4 rue Edouard Manet écoles maternel;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.049311666402691, 47.3504166670961], ""type"": ""Point""}";47.3504166670961, 5.049311666402691
4 rue Edouard Manet;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050470000500476, 47.350331666435586], ""type"": ""Point""}";47.350331666435586, 5.050470000500476
1bis Bd de Champagne;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0520011159301985, 47.32872504974169], ""type"": ""Point""}";47.32872504974169, 5.0520011159301985
8bis chemin de la Carrière Lanneau carrière Bacquin;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.01658652907912, 47.32567037814647], ""type"": ""Point""}";47.32567037814647, 5.01658652907912
18 Bd de l'Ouest;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.015738333605067, 47.325088333547285], ""type"": ""Point""}";47.325088333547285, 5.015738333605067
2b rue Albert Gayet;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.017823332832435, 47.3232166664067], ""type"": ""Point""}";47.3232166664067, 5.017823332832435
;3;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.054298175206757, 47.338194425057985], ""type"": ""Point""}";47.338194425057985, 5.054298175206757
42 AV Stalingrad;4;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.059496384957715, 47.34584774423525], ""type"": ""Point""}";47.34584774423525, 5.059496384957715
73 rue Général Fauconnet;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0420757045412765, 47.3344745039481], ""type"": ""Point""}";47.3344745039481, 5.0420757045412765
2 allée de Grenoble;10;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.007880342658108, 47.31864083655605], ""type"": ""Point""}";47.31864083655605, 5.007880342658108
14 Bd Gaston Bachelard;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.007287431031849, 47.31504249932816], ""type"": ""Point""}";47.31504249932816, 5.007287431031849
;6;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0655138051929205, 47.32617064562483], ""type"": ""Point""}";47.32617064562483, 5.0655138051929205
9 Bd Trimolet;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.064941405153373, 47.327903412727814], ""type"": ""Point""}";47.327903412727814, 5.064941405153373
27 Av Raymond Poincaré;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.063941834478712, 47.328990569914005], ""type"": ""Point""}";47.328990569914005, 5.063941834478712
7 Av Raymond Poincaré;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.059128163362108, 47.32896390581656], ""type"": ""Point""}";47.32896390581656, 5.059128163362108
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.049528843838547, 47.336319232590874], ""type"": ""Point""}";47.336319232590874, 5.049528843838547
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04964328483727, 47.33646949617596], ""type"": ""Point""}";47.33646949617596, 5.04964328483727
;2;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042943584789332, 47.34594333422936], ""type"": ""Point""}";47.34594333422936, 5.042943584789332
73 AV de Langres;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044969542405424, 47.34590919108545], ""type"": ""Point""}";47.34590919108545, 5.044969542405424
;5;;;Dijon;2023;Existant;;"{""coordinates"": [5.074596003952446, 47.31169043192795], ""type"": ""Point""}";47.31169043192795, 5.074596003952446
;5;;;Dijon;2023;Existant;;"{""coordinates"": [5.074508385003214, 47.31033042275152], ""type"": ""Point""}";47.31033042275152, 5.074508385003214
;6;;;Dijon;2023;Existant;;"{""coordinates"": [5.074418332997774, 47.309495000236815], ""type"": ""Point""}";47.309495000236815, 5.074418332997774
;20;;;Dijon;2023;Existant;;"{""coordinates"": [5.072173333748433, 47.30958166668201], ""type"": ""Point""}";47.30958166668201, 5.072173333748433
4bis rue de la Stearinerie;1;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.033823066720265, 47.30782609424128], ""type"": ""Point""}";47.30782609424128, 5.033823066720265
Bd Maréchal de Lattre de Tassigny P5;8;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.069451666257493, 47.32244000020132], ""type"": ""Point""}";47.32244000020132, 5.069451666257493
place Général Ruffey;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0649181368551925, 47.32250165524471], ""type"": ""Point""}";47.32250165524471, 5.0649181368551925
AV Jean Baptiste Greuse entrée parc colombiére;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.040825682675856, 47.29894604104138], ""type"": ""Point""}";47.29894604104138, 5.040825682675856
2 rue Joseph Milsand;6;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.038661949162589, 47.309107701864505], ""type"": ""Point""}";47.309107701864505, 5.038661949162589
30 rue Tivoli;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.03832968602382, 47.31687060676467], ""type"": ""Point""}";47.31687060676467, 5.03832968602382
36 rue du Chaignot;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0381750119021325, 47.317427636535065], ""type"": ""Point""}";47.317427636535065, 5.0381750119021325
caserne brune;3;;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.039223923683102, 47.31830699986994], ""type"": ""Point""}";47.31830699986994, 5.039223923683102
1 rue ST Anne;9;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.03871317704251, 47.31882223609364], ""type"": ""Point""}";47.31882223609364, 5.03871317704251
;2;;;Dijon;2028;Existant;;"{""coordinates"": [5.076089999672886, 47.312226666403234], ""type"": ""Point""}";47.312226666403234, 5.076089999672886
1bis rue Léonard de Vinci;2;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.014706280806691, 47.30568301447137], ""type"": ""Point""}";47.30568301447137, 5.014706280806691
17 AV Gustave Eiffel;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.023646015854231, 47.31501696646511], ""type"": ""Point""}";47.31501696646511, 5.023646015854231
19bis rue Le Notre;2;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.041803766487664, 47.31221986625026], ""type"": ""Point""}";47.31221986625026, 5.041803766487664
22 rue Mariotte;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.030797709617403, 47.32226772731855], ""type"": ""Point""}";47.32226772731855, 5.030797709617403
1place ST Bénigne;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.034126331645611, 47.32132649708593], ""type"": ""Point""}";47.32132649708593, 5.034126331645611
6rue Mariotte;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0327423116663015, 47.32190226727729], ""type"": ""Point""}";47.32190226727729, 5.0327423116663015
12 rue du Docteur Chaussier;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.032659162013272, 47.32214227094327], ""type"": ""Point""}";47.32214227094327, 5.032659162013272
119 AV Victor Hugo;2;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.019183030637367, 47.33194321116643], ""type"": ""Point""}";47.33194321116643, 5.019183030637367
19 rue du Tillot;7;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.034803865183631, 47.3199090610351], ""type"": ""Point""}";47.3199090610351, 5.034803865183631
AV Albert 1er passage Henri Vincenot;17;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.026868954643003, 47.3224672624278], ""type"": ""Point""}";47.3224672624278, 5.026868954643003
AV Albert 1er entrée Arquebuse;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.026836767161955, 47.32232907960772], ""type"": ""Point""}";47.32232907960772, 5.026836767161955
chemin des petites roches parc des Argentières;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.057753002699033, 47.31493634714413], ""type"": ""Point""}";47.31493634714413, 5.057753002699033
2 rue Joseph Milsand;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.038811807210917, 47.30905514561971], ""type"": ""Point""}";47.30905514561971, 5.038811807210917
AV Jean Baptiste Greuze entrée maternelle;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.043974115924744, 47.301634551035704], ""type"": ""Point""}";47.301634551035704, 5.043974115924744
2 place des Blanchisseries;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.037179758142756, 47.30709810734641], ""type"": ""Point""}";47.30709810734641, 5.037179758142756
17 rue Léon Mauris;8;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.056654888400333, 47.3323965002518], ""type"": ""Point""}";47.3323965002518, 5.056654888400333
;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04185228601789, 47.332841000458195], ""type"": ""Point""}";47.332841000458195, 5.04185228601789
;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.067221667106973, 47.31989499969473], ""type"": ""Point""}";47.31989499969473, 5.067221667106973
;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04404607467475, 47.332021925013805], ""type"": ""Point""}";47.332021925013805, 5.04404607467475
13 AV Aristide Briand;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.049268741451517, 47.33116252017601], ""type"": ""Point""}";47.33116252017601, 5.049268741451517
4 rue des Jardins des plantes;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.02963402515979, 47.32050412432127], ""type"": ""Point""}";47.32050412432127, 5.02963402515979
56A rue des Faubourgs Raines;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.025292102253092, 47.319640234538944], ""type"": ""Point""}";47.319640234538944, 5.025292102253092
2 rue des Faubourgs Raines;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.031207778400959, 47.318212439977025], ""type"": ""Point""}";47.318212439977025, 5.031207778400959
;10;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.06696333316382, 47.31940833294366], ""type"": ""Point""}";47.31940833294366, 5.06696333316382
;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.067108096175682, 47.3184176926565], ""type"": ""Point""}";47.3184176926565, 5.067108096175682
46 rue d'Auxonne;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.047311382332184, 47.314564991075905], ""type"": ""Point""}";47.314564991075905, 5.047311382332184
10 rue Jean Baptiste Baudin;1;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.046089635630484, 47.31609793552957], ""type"": ""Point""}";47.31609793552957, 5.046089635630484
23 rue de Longvic;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.045033825743645, 47.31451823251405], ""type"": ""Point""}";47.31451823251405, 5.045033825743645
18 rue condorcet;;;râtelier appartenance inconnu (sans doute collège);Dijon;2023;Existant;;"{""coordinates"": [5.033695530239585, 47.32052818513093], ""type"": ""Point""}";47.32052818513093, 5.033695530239585
;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0453106180054395, 47.33015378597954], ""type"": ""Point""}";47.33015378597954, 5.0453106180054395
;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043934331387215, 47.33007033982375], ""type"": ""Point""}";47.33007033982375, 5.043934331387215
4 AV de Marbotte;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052167412248773, 47.33112108946932], ""type"": ""Point""}";47.33112108946932, 5.052167412248773
72 Square Edmond Debeaumarché;4;;;Dijon;2023;Existant;;"{""coordinates"": [5.05020166615066, 47.312745000205815], ""type"": ""Point""}";47.312745000205815, 5.05020166615066
2G rue Général de Laborde;12;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052440998231436, 47.33064479834775], ""type"": ""Point""}";47.33064479834775, 5.052440998231436
27 rue Parmentier;5;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0474662971200415, 47.328799205512865], ""type"": ""Point""}";47.328799205512865, 5.0474662971200415
45 Bd de Strasbourg;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.063026669791203, 47.32217318436121], ""type"": ""Point""}";47.32217318436121, 5.063026669791203
36 rue de Mirande;1;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.053513546452988, 47.318549513327895], ""type"": ""Point""}";47.318549513327895, 5.053513546452988
13 impasse cardinal petit de Julleville;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.056300691692998, 47.31547912463573], ""type"": ""Point""}";47.31547912463573, 5.056300691692998
5 rue Molidors;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0590144214153625, 47.31458006973925], ""type"": ""Point""}";47.31458006973925, 5.0590144214153625
25 Bd Gabriel;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.063924265347971, 47.31484742930129], ""type"": ""Point""}";47.31484742930129, 5.063924265347971
33 rue Nicolas Bornier;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.062721295168913, 47.3151347445228], ""type"": ""Point""}";47.3151347445228, 5.062721295168913
2 Bd Gabriel;30;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.06304008648698, 47.312956760837935], ""type"": ""Point""}";47.312956760837935, 5.06304008648698
2 Bd Gabriel derrière bâtiment;5;Scellés;;Dijon;;Existant;;"{""coordinates"": [5.063210407279642, 47.3129112981863], ""type"": ""Point""}";47.3129112981863, 5.063210407279642
